#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 1           98.346            0.000        0.000        0.000        489573                      282527                      
GPU 2           99.068            0.000        0.000        0.000        272039                      79148                       
GPU 3           97.537            0.000        0.000        0.000        496379                      273087                      
GPU 4           98.355            0.000        0.000        0.000        257364                      64472                       
GPU 5           98.760            0.000        0.000        0.000        465344                      246941                      
GPU 6           99.542            0.000        0.000        0.000        486402                      265739                      
GPU 7           101.594           0.000        0.000        0.000        475235                      253924                      
GPU 0           97.051            0.000        0.000        0.000        495845                      279371                      
GPU 1           98.278            0.000        0.000        0.000        491140                      283572                      
GPU 2           99.149            0.000        0.000        0.000        496374                      281471                      
GPU 3           97.506            0.000        0.000        0.000        497941                      281468                      
GPU 4           98.397            0.000        0.000        0.000        478558                      269942                      
GPU 5           98.719            0.000        0.000        0.000        479607                      272039                      
GPU 6           99.549            0.000        0.000        0.000        490075                      275176                      
GPU 7           101.595           0.000        0.000        0.000        487988                      275181                      
GPU 0           97.068            0.000        0.000        0.000        482734                      265739                      
GPU 1           98.266            0.000        0.000        0.000        478030                      269940                      
GPU 2           99.078            0.000        0.000        0.000        484330                      271518                      
GPU 3           97.507            0.000        0.000        0.000        486416                      270988                      
GPU 4           98.350            0.000        0.000        0.000        495843                      280418                      
GPU 5           98.724            0.000        0.000        0.000        484844                      277802                      
GPU 6           99.564            0.000        0.000        0.000        495325                      281470                      
GPU 7           101.639           0.000        0.000        0.000        492701                      278848                      
GPU 0           97.100            0.000        0.000        0.000        440278                      230097                      
GPU 1           98.293            0.000        0.000        0.000        405504                      201561                      
GPU 2           98.999            0.000        0.000        0.000        438201                      231680                      
GPU 3           97.545            0.000        0.000        0.000        433993                      218045                      
GPU 4           98.318            0.000        0.000        0.000        493748                      279371                      
GPU 5           98.712            0.000        0.000        0.000        240588                      61850                       
GPU 6           99.612            0.000        0.000        0.000        242682                      61849                       
GPU 7           101.572           0.000        0.000        0.000        388348                      182976                      
GPU 0           97.090            0.000        0.000        0.000        255780                      52414                       
GPU 1           98.319            0.000        0.000        0.000        256839                      68141                       
GPU 2           99.083            0.000        0.000        0.000        249499                      52939                       
GPU 3           97.496            0.000        0.000        0.000        263121                      66566                       
GPU 4           98.398            0.000        0.000        0.000        234825                      48223                       
GPU 5           98.744            0.000        0.000        0.000        448157                      229582                      
GPU 6           99.551            0.000        0.000        0.000        454963                      232198                      
GPU 7           101.629           0.000        0.000        0.000        290385                      90155                       
GPU 0           96.954            0.000        0.000        0.000        494263                      277269                      
GPU 1           98.256            0.000        0.000        0.000        486425                      282525                      
GPU 2           99.148            0.000        0.000        0.000        492195                      280430                      
GPU 3           97.564            0.000        0.000        0.000        496899                      280423                      
GPU 4           98.374            0.000        0.000        0.000        456019                      237969                      
GPU 5           98.783            0.000        0.000        0.000        478031                      268892                      
GPU 6           99.603            0.000        0.000        0.000        484839                      272558                      
GPU 7           101.595           0.000        0.000        0.000        485888                      273607                      
GPU 0           96.953            0.000        0.000        0.000        484312                      267315                      
GPU 1           98.307            0.000        0.000        0.000        477521                      271521                      
GPU 2           99.034            0.000        0.000        0.000        483273                      270989                      
GPU 3           97.602            0.000        0.000        0.000        489557                      273606                      
GPU 4           98.377            0.000        0.000        0.000        492715                      279380                      
GPU 5           98.862            0.000        0.000        0.000        484858                      278859                      
GPU 6           99.557            0.000        0.000        0.000        492700                      280944                      
GPU 7           101.631           0.000        0.000        0.000        490609                      278850                      
GPU 0           96.909            0.000        0.000        0.000        482709                      266250                      
GPU 1           98.269            0.000        0.000        0.000        434523                      230103                      
GPU 2           98.998            0.000        0.000        0.000        486946                      272564                      
GPU 3           97.477            0.000        0.000        0.000        486418                      270989                      
GPU 4           98.259            0.000        0.000        0.000        493751                      280421                      
GPU 5           98.690            0.000        0.000        0.000        487988                      277802                      
GPU 6           99.601            0.000        0.000        0.000        495849                      281470                      
GPU 7           101.608           0.000        0.000        0.000        492189                      280427                      
GPU 0           96.892            0.000        0.000        0.000        3956434                     246884                      
GPU 1           98.264            0.000        0.000        0.000        245830                      51891                       
GPU 2           99.016            0.000        0.000        0.000        407417                      204900                      
GPU 3           97.507            0.000        0.000        0.000        210182                      18869                       
GPU 4           98.414            0.000        0.000        0.000        437150                      227485                      
GPU 5           98.716            0.000        0.000        0.000        233017                      55752                       
GPU 6           99.602            0.000        0.000        0.000        204415                      20441                       
GPU 7           101.588           0.000        0.000        0.000        243730                      56084                       
GPU 0           96.983            0.000        0.000        0.000        264693                      68663                       
GPU 1           98.286            0.000        0.000        0.000        480133                      270992                      
GPU 2           98.960            0.000        0.000        0.000        270811                      67557                       
GPU 3           97.507            0.000        0.000        0.000        486934                      265219                      
GPU 4           98.349            0.000        0.000        0.000        261029                      64995                       
GPU 5           98.752            0.000        0.000        0.000        477568                      256256                      
GPU 6           99.627            0.000        0.000        0.000        493756                      274134                      
GPU 7           101.577           0.000        0.000        0.000        451827                      234300                      
GPU 0           96.888            0.000        0.000        0.000        481683                      264689                      
GPU 1           98.293            0.000        0.000        0.000        479089                      272043                      
GPU 2           99.012            0.000        0.000        0.000        487478                      275189                      
GPU 3           97.442            0.000        0.000        0.000        486940                      270988                      
GPU 4           98.374            0.000        0.000        0.000        494279                      280947                      
