#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           118.148           0.064        0.008        0.020        2220496668                  14584901221                 
GPU 1           124.392           0.062        0.007        0.019        1081527381                  2919454101                  
GPU 2           118.468           0.063        0.008        0.019        1941997497                  11471855813                 
GPU 3           120.127           0.063        0.008        0.020        1076207970                  2510815809                  
GPU 4           121.468           0.063        0.008        0.019        2219943340                  14649525052                 
GPU 5           123.627           0.063        0.008        0.020        1082025395                  2937809363                  
GPU 6           120.246           0.063        0.008        0.020        2331908341                  16002642681                 
GPU 7           124.372           0.064        0.008        0.020        1095133183                  3045181632                  
GPU 0           116.733           0.060        0.007        0.018        2131501811                  14618842749                 
GPU 1           120.996           0.060        0.007        0.018        1004573071                  2932146506                  
GPU 2           117.438           0.061        0.007        0.018        1873017963                  11413628776                 
GPU 3           119.979           0.060        0.007        0.018        965987571                   2490769634                  
GPU 4           116.567           0.060        0.007        0.018        2146919568                  14758167562                 
GPU 5           121.034           0.060        0.007        0.018        1002511317                  2948535964                  
GPU 6           120.022           0.060        0.007        0.018        2249240649                  16086039215                 
GPU 7           122.667           0.061        0.007        0.018        1009208260                  3117151413                  
GPU 0           116.126           0.060        0.007        0.018        2143996974                  14789595261                 
GPU 1           121.751           0.060        0.007        0.018        1006477401                  2931860979                  
GPU 2           114.640           0.059        0.007        0.017        1874028686                  11635744467                 
GPU 3           117.195           0.060        0.007        0.020        1070821363                  2648707040                  
GPU 4           119.174           0.060        0.007        0.018        2123921712                  14528157998                 
GPU 5           120.039           0.060        0.007        0.018        1010483960                  2928478842                  
GPU 6           118.375           0.060        0.007        0.018        2255738846                  16158375802                 
GPU 7           122.572           0.060        0.007        0.018        1016348079                  3139303578                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           116.491           0.063        0.008        0.019        2214676941                  14619765506                 
GPU 1           122.546           0.062        0.007        0.019        1084037279                  2884453331                  
GPU 2           120.300           0.063        0.008        0.020        1839235392                  9875078115                  
GPU 3           119.513           0.063        0.008        0.020        1054973240                  2388205140                  
GPU 4           119.851           0.063        0.008        0.020        2220144045                  14670998517                 
GPU 5           122.264           0.063        0.008        0.020        1081077951                  2809715255                  
GPU 6           121.035           0.063        0.008        0.019        2462500709                  17620422702                 
GPU 7           125.075           0.063        0.008        0.019        1106391214                  3297675149                  
GPU 0           116.473           0.061        0.007        0.018        2178257107                  14716738689                 
GPU 1           121.518           0.060        0.007        0.018        1032454177                  2822543326                  
GPU 2           116.757           0.061        0.007        0.018        1802448896                  10375903573                 
GPU 3           119.546           0.061        0.007        0.018        1005616111                  2308584444                  
GPU 4           118.971           0.061        0.007        0.018        2174326675                  14660004564                 
GPU 5           121.188           0.060        0.007        0.018        981270026                   2641749174                  
GPU 6           117.654           0.060        0.007        0.018        2380014943                  17282272504                 
GPU 7           122.612           0.061        0.007        0.019        1047475861                  3068075097                  
GPU 0           117.841           0.061        0.007        0.019        2118109137                  14772659336                 
GPU 1           122.686           0.061        0.007        0.018        979147432                   2694392940                  
GPU 2           116.159           0.061        0.007        0.018        1845212419                  10979465981                 
GPU 3           120.145           0.061        0.007        0.019        944648655                   2242813709                  
GPU 4           119.054           0.061        0.007        0.018        2147125401                  15037121066                 
GPU 5           123.731           0.062        0.007        0.019        1021498246                  2815843318                  
GPU 6           120.226           0.061        0.007        0.018        2351298439                  17504813135                 
GPU 7           123.769           0.061        0.007        0.019        976863511                   2782336835                  
GPU 0           119.147           0.061        0.007        0.018        2146760085                  14852105074                 
GPU 1           122.196           0.060        0.007        0.018        1007911901                  2913816145                  
GPU 2           117.490           0.061        0.007        0.018        1745786063                  10310638906                 
GPU 3           119.395           0.060        0.007        0.018        977344103                   2302714719                  
GPU 4           117.654           0.060        0.007        0.018        2169737783                  15147842709                 
GPU 5           122.877           0.060        0.007        0.018        978946290                   2374132474                  
GPU 6           118.023           0.060        0.007        0.018        2318434732                  16938870783                 
GPU 7           123.112           0.061        0.007        0.018        1001929666                  2745619223                  
GPU 0           115.357           0.058        0.006        0.017        2064676898                  14236961299                 
GPU 1           119.707           0.058        0.006        0.017        956758514                   2731032132                  
GPU 2           114.883           0.058        0.006        0.016        1842383451                  11616009942                 
GPU 3           116.512           0.057        0.006        0.016        934591750                   2419041483                  
GPU 4           117.794           0.058        0.006        0.016        2161706586                  15451882354                 
GPU 5           117.826           0.058        0.006        0.016        917105061                   2020875891                  
GPU 6           117.774           0.058        0.006        0.016        2219457393                  16409306213                 
GPU 7           122.719           0.058        0.006        0.017        948291650                   2614761145                  
GPU 0           118.071           0.060        0.007        0.017        2155954923                  14697810068                 
GPU 1           119.997           0.060        0.007        0.018        1033235655                  2838077568                  
GPU 2           118.926           0.060        0.007        0.018        1941843542                  11761014858                 
GPU 3           116.761           0.060        0.007        0.018        999984664                   2479061514                  
GPU 4           117.613           0.060        0.007        0.018        2179978855                  14929163127                 
GPU 5           120.573           0.060        0.007        0.018        989274377                   2099658862                  
GPU 6           119.530           0.060        0.007        0.018        2279853645                  16110604731                 
GPU 7           125.265           0.060        0.007        0.018        1017210614                  2878058260                  
GPU 0           114.946           0.061        0.007        0.018        2093362106                  13815056903                 
GPU 1           120.978           0.060        0.007        0.018        1011995175                  2720662886                  
GPU 2           116.380           0.060        0.007        0.017        1829423856                  10818698866                 
GPU 3           119.568           0.060        0.007        0.018        992353210                   2307499007                  
GPU 4           116.396           0.061        0.007        0.018        2221128788                  15289709048                 
GPU 5           119.134           0.060        0.007        0.018        997950695                   2088694267                  
GPU 6           119.351           0.060        0.007        0.018        2341952039                  16886700798                 
GPU 7           121.134           0.061        0.007        0.018        1034944969                  3048550499                  
GPU 0           117.765           0.061        0.007        0.018        2210484836                  15044161600                 
GPU 1           122.885           0.060        0.007        0.018        1022176281                  2631364437                  
