#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 7           124.280           0.061        0.007        0.019        1078193800                  2232781556                  
GPU 0           115.440           0.059        0.007        0.017        2114651787                  13595436907                 
GPU 1           122.359           0.059        0.007        0.017        959417580                   1756177720                  
GPU 2           116.739           0.059        0.007        0.017        1838824824                  10537358966                 
GPU 3           117.935           0.059        0.007        0.018        996113667                   2109877578                  
GPU 4           117.812           0.059        0.007        0.017        2134591666                  13820836319                 
GPU 5           121.325           0.059        0.007        0.017        971490151                   1882012796                  
GPU 6           120.096           0.060        0.007        0.018        2253094767                  15235214484                 
GPU 7           123.119           0.060        0.007        0.018        1002836895                  2087846777                  
GPU 0           120.448           0.060        0.007        0.018        2116101314                  13460842904                 
GPU 1           124.096           0.061        0.007        0.019        1011056011                  1766453723                  
GPU 2           117.061           0.060        0.007        0.018        1916285664                  11040183736                 
GPU 3           118.539           0.060        0.007        0.018        1016964777                  2233352539                  
GPU 4           119.911           0.060        0.007        0.018        2136906534                  13730645649                 
GPU 5           122.105           0.061        0.007        0.019        1039444622                  2158007637                  
GPU 6           119.121           0.060        0.007        0.018        2250596394                  15043286452                 
GPU 7           124.809           0.060        0.007        0.018        1018884395                  2153651092                  
GPU 0           117.628           0.060        0.007        0.018        2207809735                  14329754422                 
GPU 1           121.555           0.060        0.007        0.018        969711609                   1508257779                  
GPU 2           117.746           0.060        0.007        0.018        1895604052                  10708816014                 
GPU 3           119.666           0.060        0.007        0.018        994374969                   1694546864                  
GPU 4           118.141           0.060        0.007        0.018        2094234981                  12994400958                 
GPU 5           120.783           0.060        0.007        0.018        1023556911                  2109039945                  
GPU 6           122.431           0.061        0.007        0.018        2216638215                  14457027992                 
