#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 5           184.425           0.173        0.020        0.063        66359362                    850912634                   14668671554                 14668691353                 
GPU 6           183.071           0.166        0.017        0.061        54430626                    649883918                   11820711723                 11820443899                 
GPU 7           164.177           0.186        0.016        0.058        9751944825                  2346201698                  3303674190                  7909984100                  
GPU 0           169.876           0.202        0.016        0.080        1854149004                  13374390032                 10467161681                 1320667292                  
GPU 1           195.056           0.210        0.016        0.073        135874181                   1654319686                  12138572249                 12144200228                 
GPU 2           186.412           0.210        0.015        0.086        128689781                   1590282090                  11418481220                 11418370205                 
GPU 3           170.062           0.214        0.015        0.070        9464620873                  1954695497                  3774975663                  10302173143                 
GPU 4           179.984           0.172        0.020        0.093        1254402247                  14688295310                 11309806236                 3798733                     
GPU 5           195.602           0.220        0.015        0.091        159655045                   1977524999                  11183922679                 11184172641                 
GPU 6           195.582           0.188        0.016        0.074        99617039                    1277811821                  12220227047                 12220372754                 
GPU 7           174.124           0.211        0.016        0.071        11014627841                 2500945018                  1072299909                  9951610588                  
GPU 0           169.876           0.192        0.016        0.075        1854149004                  10934609282                 9544612920                  2171135918                  
GPU 1           195.056           0.210        0.016        0.086        49131138                    1654319686                  11368267078                 11368265505                 
GPU 2           181.678           0.210        0.015        0.086        128689781                   1070604612                  13347631764                 13352229383                 
GPU 3           170.062           0.214        0.015        0.086        11366866167                 3555664434                  751102508                   10617324571                 
GPU 4           175.776           0.226        0.015        0.093        1254402247                  14688295310                 9796991572                  3798733                     
GPU 5           191.286           0.190        0.019        0.073        81686589                    1977524999                  13853184299                 13853185871                 
GPU 6           192.056           0.200        0.015        0.074        99617039                    1277811821                  11060945057                 11062648434                 
GPU 7           174.124           0.211        0.015        0.085        11014627841                 2218882602                  1072299909                  10442409198                 
GPU 0           176.182           0.180        0.023        0.067        4187674652                  9088568161                  10328437803                 6265654221                  
GPU 1           175.224           0.181        0.022        0.067        56374672                    561196394                   15486905422                 15482379791                 
GPU 2           181.728           0.192        0.018        0.074        85503481                    589594613                   15968211026                 15964070326                 
GPU 3           173.606           0.155        0.021        0.070        8730111701                  2665982736                  5152671695                  10271443282                 
GPU 4           171.526           0.180        0.020        0.068        3433394880                  8907632051                  9061348716                  4870930251                  
GPU 5           187.999           0.177        0.021        0.066        66564964                    1023192178                  14916715844                 14916713747                 
GPU 6           189.604           0.180        0.023        0.068        71155574                    539774609                   16522206859                 16522447484                 
GPU 7           177.592           0.177        0.021        0.065        8048842038                  3997946616                  5831004512                  9971255246                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           153.507           0.146        0.012        0.053        1849354306                  9649263550                  6879703175                  1878169772                  
GPU 1           195.417           0.154        0.015        0.057        141062912                   714330565                   10547956534                 10553488247                 
GPU 2           168.883           0.186        0.022        0.069        51447190                    828508829                   7938885899                  7939010636                  
GPU 3           152.089           0.201        0.016        0.054        6233343028                  726435336                   3891585191                  7425893781                  
GPU 4           159.129           0.169        0.019        0.063        3247744368                  8084282736                  8463823653                  4653386944                  
GPU 5           176.405           0.164        0.012        0.063        98717379                    766363741                   8343111998                  8337924319                  
GPU 6           176.384           0.147        0.013        0.054        143487660                   862894263                   9360708916                  9358376662                  
GPU 7           155.837           0.137        0.012        0.053        6616640188                  1859789277                  2029979306                  6924718149                  
GPU 0           176.557           0.209        0.015        0.086        1382027225                  12194923601                 10247433961                 594669203                   
GPU 1           170.600           0.204        0.015        0.085        44033054                    1733056547                  10584112217                 10584112217                 
GPU 2           173.657           0.148        0.011        0.055        65030021                    1314127832                  10191586076                 10191587125                 
GPU 3           169.170           0.147        0.014        0.082        10605740811                 1819712546                  180794231                   9721069052                  
GPU 4           163.480           0.180        0.013        0.071        1320973105                  12044361761                 7660160510                  523076487                   
GPU 5           179.038           0.183        0.014        0.074        131259996                   1263442095                  9514234675                  9520412522                  
GPU 6           180.503           0.207        0.015        0.086        49124914                    1770982736                  10824472664                 10824726867                 
GPU 7           175.177           0.209        0.015        0.087        11128526688                 1695144825                  571220131                   10327887826                 
GPU 0           167.197           0.140        0.018        0.049        3387205939                  8061460498                  7774733139                  4920535291                  
GPU 1           184.443           0.137        0.013        0.049        37191456                    522219120                   9505396154                  9505394057                  
GPU 2           179.692           0.150        0.020        0.053        30494856                    319404587                   14695704009                 14695703634                 
GPU 3           164.845           0.154        0.014        0.053        6505511199                  4054374351                  2696675066                  7139610071                  
GPU 4           169.023           0.151        0.021        0.052        4281099091                  8528548199                  8996457506                  6466544109                  
GPU 5           184.454           0.150        0.022        0.053        27144646                    294864596                   15777119898                 15776111330                 
GPU 6           184.491           0.130        0.013        0.046        36120275                    577365150                   9410168226                  9410167702                  
GPU 7           168.682           0.130        0.017        0.049        6141786799                  2955260257                  4763608635                  7770019836                  
GPU 0           155.721           0.139        0.018        0.049        3232816581                  6506672178                  7583912596                  4891869322                  
GPU 1           172.714           0.158        0.022        0.057        62126242                    388001858                   15831172798                 15831174895                 
GPU 2           163.503           0.145        0.013        0.053        51715258                    647322656                   9135279817                  9135280982                  
GPU 3           152.306           0.132        0.022        0.054        6594114897                  1994218518                  6750545055                  9075846296                  
GPU 4           154.940           0.143        0.013        0.050        2079715525                  6616626491                  6647968720                  2742082629                  
GPU 5           168.901           0.139        0.014        0.049        47949897                    555755613                   9483291168                  9483425108                  
GPU 6           169.111           0.151        0.022        0.055        51737301                    378259569                   15821538710                 15821539758                 
GPU 7           157.120           0.134        0.018        0.047        5690645195                  3265693741                  5343975404                  7617545111                  
GPU 0           158.264           0.134        0.011        0.048        1509276505                  6435984018                  5758790572                  1746937069                  
GPU 1           187.024           0.144        0.013        0.053        103663779                   771143291                   8951200432                  8951200956                  
GPU 2           167.158           0.143        0.011        0.053        67733947                    787978126                   7708609504                  7708607932                  
GPU 3           154.840           0.161        0.013        0.050        5902541690                  1243523371                  2700570815                  6587954384                  
GPU 4           158.924           0.159        0.011        0.060        1192954408                  8485649332                  6877274363                  835031454                   
GPU 5           172.014           0.142        0.011        0.052        73512764                    868278999                   7722373196                  7722373196                  
GPU 6           175.695           0.146        0.013        0.053        113234840                   640811290                   8820131031                  8820129983                  
GPU 7           161.280           0.141        0.011        0.050        5865930626                  1747807327                  1812208157                  6133710874                  
GPU 0           169.235           0.222        0.016        0.094        1340500679                  15332934159                 11166798554                 65645285                    
GPU 1           195.110           0.185        0.021        0.072        67556398                    800621346                   14530951819                 14531057956                 
GPU 2           186.717           0.210        0.020        0.085        104642073                   1309599734                  13777274825                 13777276254                 
GPU 3           168.975           0.198        0.019        0.077        9571425467                  2754138151                  3240314268                  10153404894                 
GPU 4           175.708           0.205        0.020        0.081        2772218179                  11181489213                 10844949335                 3311492293                  
GPU 5           190.079           0.219        0.018        0.091        129328108                   1655413830                  12460207035                 12460173491                 
GPU 6           191.394           0.178        0.020        0.077        49671306                    1385926810                  13640689434                 13641607700                 
GPU 7           175.348           0.208        0.015        0.085        11154312563                 1810954217                  254199050                   10188414408                 
GPU 0           169.008           0.177        0.024        0.065        4185859178                  7982836594                  9961642511                  6402961196                  
GPU 1           184.482           0.187        0.018        0.065        54699043                    666512110                   12286848983                 12286707472                 
GPU 2           175.455           0.164        0.018        0.059        38286953                    410451118                   12670266833                 12670265669                 
GPU 3           167.080           0.170        0.019        0.059        6729679402                  3209440567                  5080314713                  8430720449                  
GPU 4           169.425           0.157        0.018        0.059        2925180880                  6862704143                  7906269379                  4257395908                  
GPU 5           187.392           0.171        0.021        0.064        48149557                    557104063                   14514798734                 14514832277                 
GPU 6           182.795           0.172        0.020        0.068        58842857                    609746341                   13679689860                 13678770547                 
GPU 7           170.720           0.182        0.021        0.068        8242476698                  3516834753                  5235006825                  9875661423                  
GPU 0           171.969           0.168        0.016        0.062        2274464975                  8921412309                  8015648316                  2767910494                  
GPU 1           190.261           0.174        0.015        0.076        112081173                   1348532845                  10386454634                 10385113939                 
GPU 2           180.525           0.185        0.016        0.072        71616611                    886869065                   11389848266                 11390730099                 
GPU 3           166.465           0.187        0.015        0.072        8802964993                  2086952250                  1840370158                  8801801017                  
GPU 4           170.649           0.180        0.016        0.071        2103133743                  9409233660                  8907103166                  2356845185                  
GPU 5           185.953           0.177        0.016        0.068        76719026                    961161790                   10913619045                 10913503260                 
GPU 6           187.192           0.188        0.015        0.065        100082005                   690886391                   10377851684                 10377717513                 
GPU 7           171.335           0.171        0.017        0.063        7595972147                  2755858006                  3719612230                  8599692783                  
GPU 0           168.300           0.203        0.016        0.082        1635126911                  11616697407                 8015648316                  2767910494                  
GPU 1           190.261           0.190        0.015        0.072        112081173                   1077213324                  10386454634                 10385113939                 
GPU 2           180.525           0.199        0.016        0.080        98689992                    1226233017                  11389848266                 11390730099                 
GPU 3           167.105           0.187        0.016        0.072        9567697503                  2086952250                  1840370158                  8801801017                  
GPU 4           170.649           0.180        0.016        0.076        1839009741                  10838172196                 8907103166                  1661718230                  
GPU 5           185.953           0.177        0.016        0.068        76719026                    1654710167                  10913619045                 10913503260                 
GPU 6           187.192           0.184        0.015        0.075        100082005                   1210152233                  10377851684                 10377717513                 
GPU 7           171.437           0.194        0.017        0.063        9578275198                  2755858006                  1346671257                  8599692783                  
GPU 0           182.629           0.179        0.018        0.068        2845795546                  9943107437                  9309427696                  3647835058                  
GPU 1           198.568           0.184        0.026        0.075        84783546                    928746902                   11064609746                 11066077839                 
GPU 2           190.349           0.188        0.022        0.072        57616135                    679394036                   11292778842                 11291386947                 
GPU 3           183.246           0.195        0.023        0.076        9573354000                  2161345871                  1895628512                  9524535268                  
GPU 4           179.833           0.192        0.024        0.072        4098349911                  9420980377                  9634303045                  5999363040                  
GPU 5           195.842           0.190        0.021        0.074        85132159                    1051502543                  14884434012                 14884658043                 
GPU 6           197.942           0.191        0.027        0.072        95279923                    1191385950                  11432169471                 11432292404                 
GPU 7           179.557           0.183        0.024        0.069        8825601543                  2583708961                  2707911503                  9228136861                  
GPU 0           164.326           0.184        0.023        0.070        3807584010                  9313893401                  10448393984                 5524396838                  
GPU 1           190.264           0.196        0.016        0.069        79487873                    1297716290                  18091571567                 18091571567                 
GPU 2           190.349           0.184        0.019        0.070        69786189                    895811743                   15454416068                 15454670973                 
GPU 3           163.245           0.200        0.017        0.076        7558316350                  4023391161                  5596991339                  11230840914                 
GPU 4           179.833           0.192        0.024        0.068        2721266033                  8912200625                  10933162431                 3567042603                  
GPU 5           195.842           0.190        0.021        0.074        85132159                    1209274918                  13914438761                 13914437597                 
GPU 6           197.942           0.175        0.027        0.075        59470717                    692660344                   18587812763                 18587811016                 
GPU 7           169.032           0.189        0.024        0.072        9186650525                  4275444174                  6483368516                  11310220251                 
GPU 0           178.632           0.189        0.015        0.074        1814337248                  10491128600                 8916048819                  1696472053                  
GPU 1           199.525           0.180        0.022        0.079        102560412                   1401116302                  10964873482                 10964873005                 
GPU 2           184.818           0.194        0.017        0.077        95812240                    1187743696                  13412641741                 13413266474                 
GPU 3           176.211           0.176        0.021        0.078        9725300288                  2800425915                  3780090804                  8574085507                  
GPU 4           176.360           0.198        0.021        0.078        3010381829                  10657758249                 9005768433                  3825267581                  
GPU 5           191.809           0.193        0.015        0.077        145884314                   1808792041                  10644790783                 10645946328                 
GPU 6           191.706           0.197        0.022        0.067        93159867                    1189268663                  10778456372                 10781847077                 
GPU 7           178.520           0.184        0.020        0.077        9254854726                  2634427831                  2391928591                  9463664696                  
GPU 0           167.407           0.183        0.021        0.069        3236300018                  8939257435                  9666655798                  4526954444                  
GPU 1           185.636           0.199        0.015        0.069        113565382                   875394153                   15048596031                 15048596613                 
GPU 2           175.574           0.181        0.019        0.067        46621561                    518895477                   12065781664                 12065159565                 
GPU 3           163.797           0.201        0.014        0.069        8471593936                  3225910602                  4155680463                  10711806736                 
GPU 4           165.531           0.175        0.015        0.065        1785866964                  8752594191                  10470078551                 1893148914                  
GPU 5           181.547           0.182        0.022        0.067        65730540                    751733071                   14387303486                 14386024086                 
GPU 6           181.477           0.177        0.014        0.078        106316116                   1272012738                  15068517863                 15063870660                 
GPU 7           165.341           0.183        0.013        0.069        8442971728                  3106892698                  4445374169                  9696945706                  
GPU 0           162.847           0.180        0.014        0.067        1431542516                  9635484864                  8020246007                  1086416154                  
GPU 1           182.381           0.183        0.013        0.068        83893297                    889063588                   9506979042                  9506979042                  
GPU 2           172.952           0.178        0.013        0.067        55653967                    532788954                   12361120278                 12360874896                 
GPU 3           160.824           0.188        0.012        0.062        7008896394                  1617597586                  1281632145                  8258599350                  
GPU 4           164.111           0.170        0.013        0.064        1361849582                  8375674659                  8024249322                  1172276401                  
GPU 5           180.064           0.180        0.013        0.067        90132084                    941232285                   8428991726                  8429115403                  
GPU 6           180.298           0.177        0.013        0.066        72839809                    763759632                   9562602921                  9562717694                  
GPU 7           164.014           0.181        0.012        0.066        8321147316                  1178795027                  1141062693                  8081376086                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           166.324           0.176        0.013        0.065        1339861201                  8161588446                  7473333777                  1157671703                  
GPU 1           187.156           0.181        0.015        0.073        82441389                    940228032                   8679920302                  8679919778                  
GPU 2           176.784           0.186        0.014        0.070        55774673                    545715014                   8362839610                  8363138321                  
GPU 3           164.770           0.173        0.013        0.071        9078775844                  1482565068                  1282736784                  6927727563                  
GPU 4           168.758           0.188        0.014        0.071        1332461554                  10103444875                 7231355231                  851036258                   
GPU 5           185.016           0.184        0.014        0.069        84586129                    907742463                   9249199400                  9249199400                  
GPU 6           183.243           0.178        0.013        0.066        76374395                    800002596                   8689509358                  8689508310                  
GPU 7           168.320           0.177        0.014        0.064        7644860884                  1169737058                  1158804284                  7473619371                  
GPU 0           164.364           0.177        0.015        0.065        1731458053                  10461444291                 8542692302                  1590838348                  
GPU 1           189.584           0.190        0.014        0.071        90350150                    958929659                   9871121036                  9871121560                  
GPU 2           176.784           0.192        0.014        0.073        58793525                    592232426                   9347701462                  9347702415                  
GPU 3           160.294           0.193        0.014        0.071        8077272514                  1495193175                  835995066                   8599483260                  
GPU 4           168.758           0.188        0.014        0.075        1568102789                  10605581441                 8453998238                  1209638813                  
GPU 5           185.016           0.184        0.014        0.069        84586129                    1048278123                  9873882865                  9873868889                  
GPU 6           183.243           0.178        0.013        0.074        86607693                    896902345                   10385520592                 10385386418                 
GPU 7           167.931           0.184        0.014        0.067        8509427688                  1443763995                  1616585629                  8468667805                  
GPU 0           165.596           0.198        0.013        0.075        1295802046                  11589587504                 9482871336                  840286470                   
GPU 1           181.205           0.186        0.013        0.069        89050050                    919090944                   9366945786                  9367084966                  
GPU 2           178.460           0.173        0.013        0.064        51560413                    495947197                   8683832436                  8683714520                  
GPU 3           163.468           0.186        0.013        0.068        9080604766                  1686881848                  634477691                   8521790992                  
GPU 4           169.997           0.170        0.013        0.064        1312040741                  9031843580                  7713535480                  979169540                   
GPU 5           186.949           0.197        0.014        0.075        102756117                   897358383                   10266026267                 8548264666                  
GPU 6           188.174           0.192        0.014        0.067        79313172                    844603332                   8935555369                  8935667612                  
GPU 7           166.961           0.179        0.013        0.074        8488044837                  1130431536                  816626104                   8081711184                  
GPU 0           174.732           0.207        0.015        0.080        1463564124                  11235977636                 9591520330                  298148096                   
GPU 1           189.918           0.183        0.015        0.083        88224903                    1253620824                  10241980668                 10241981144                 
GPU 2           180.889           0.197        0.014        0.076        61659691                    629353083                   10082484116                 10082468916                 
GPU 3           170.442           0.185        0.015        0.080        10203332399                 1245645038                  763151377                   9584060546                  
GPU 4           172.027           0.201        0.014        0.076        1372328727                  11193382963                 9311378368                  763270188                   
GPU 5           188.162           0.211        0.014        0.081        126844198                   1093161004                  9603905740                  10266027315                 
GPU 6           188.520           0.207        0.014        0.074        90758305                    942542863                   10357641547                 10357640382                 
GPU 7           173.862           0.197        0.013        0.079        9765028778                  860961537                   839030284                   9250444762                  
GPU 0           167.073           0.180        0.014        0.068        1140868849                  9273750077                  8481312602                  2290836607                  
GPU 1           190.870           0.210        0.015        0.072        103415977                   1226919590                  10192524163                 10192522416                 
GPU 2           177.279           0.202        0.014        0.079        74714451                    754511042                   12390999115                 12390985004                 
GPU 3           165.303           0.211        0.014        0.075        9361500152                  2852827173                  3654165813                  9020862882                  
GPU 4           170.146           0.202        0.014        0.078        1205275038                  11281830697                 9013007978                  441029281                   
GPU 5           183.021           0.179        0.016        0.068        104725773                   1341654105                  11443110696                 11443109385                 
GPU 6           182.841           0.182        0.015        0.081        111287790                   1176118259                  10494700505                 10494699981                 
GPU 7           169.629           0.208        0.017        0.064        10421621092                 2944245433                  133449318                   8623607797                  
GPU 0           170.648           0.179        0.018        0.068        2748976779                  9141239566                  9033189481                  3614056102                  
GPU 1           182.606           0.182        0.018        0.069        106119549                   1316101073                  12925648000                 12925648000                 
GPU 2           179.719           0.174        0.017        0.065        63657501                    966248823                   11151109743                 11151255328                 
GPU 3           167.378           0.173        0.015        0.067        8121107254                  2253250953                  2999120198                  7839908066                  
GPU 4           172.335           0.178        0.017        0.062        2647744132                  7526651678                  7707670394                  3394225347                  
GPU 5           185.774           0.189        0.018        0.073        119818959                   1489968429                  12604567966                 12604569932                 
GPU 6           185.580           0.176        0.018        0.067        93582502                    1230421429                  12892923632                 12892924156                 
GPU 7           170.971           0.179        0.015        0.068        8113056651                  2540701372                  3578124507                  8522327206                  
GPU 0           162.120           0.170        0.016        0.063        2220988873                  8213126477                  7877277244                  2793517651                  
GPU 1           188.856           0.170        0.015        0.063        83958788                    1069035549                  10558647650                 10558648174                 
GPU 2           175.004           0.186        0.016        0.072        90350620                    823122303                   10717273888                 10717139709                 
GPU 3           161.318           0.192        0.016        0.063        7133853636                  2233529560                  2154634979                  9040581640                  
GPU 4           167.210           0.163        0.016        0.074        2355223497                  10164359576                 9138457860                  3112994535                  
GPU 5           180.944           0.172        0.016        0.065        95360991                    1202800418                  10832271039                 10833142131                 
GPU 6           182.786           0.170        0.015        0.065        89855600                    1160129316                  10471056800                 10471057324                 
GPU 7           166.107           0.176        0.015        0.067        7876265941                  2409486893                  2589101108                  8260425449                  
GPU 0           172.632           0.187        0.016        0.073        2220988873                  10341601153                 8810875080                  1641122209                  
GPU 1           188.856           0.170        0.016        0.078        83958788                    1700264151                  11277995772                 11277870623                 
GPU 2           176.104           0.186        0.015        0.072        90350620                    1117267340                  13158632306                 13158765436                 
GPU 3           168.007           0.192        0.016        0.074        8908467676                  2233529560                  4368834572                  9132958845                  
GPU 4           166.481           0.187        0.016        0.074        2053700691                  10164359576                 9227682987                  2148803235                  
GPU 5           181.722           0.183        0.015        0.072        124900341                   1202800418                  10247396863                 10247397387                 
GPU 6           181.338           0.188        0.015        0.065        89855600                    1150186491                  14478354513                 14478354989                 
GPU 7           171.337           0.176        0.018        0.071        7876265941                  3160253620                  2476072298                  9614311602                  
GPU 0           176.521           0.176        0.022        0.065        3686401631                  8564096196                  9496724959                  5429128759                  
GPU 1           196.665           0.179        0.019        0.068        114925638                   1152657016                  13566759621                 13566849092                 
GPU 2           186.603           0.181        0.019        0.069        69055817                    916452438                   15714524757                 15714432520                 
GPU 3           174.114           0.181        0.019        0.066        7870149429                  3389400200                  4405202435                  10623105852                 
GPU 4           177.296           0.175        0.020        0.066        3223370356                  8375493457                  10593418344                 4564266651                  
GPU 5           190.577           0.182        0.022        0.069        88689850                    1542180791                  15384679683                 15383766835                 
GPU 6           192.792           0.167        0.021        0.062        65424441                    849138217                   14785058012                 14785056847                 
GPU 7           174.364           0.184        0.021        0.069        8733098944                  3913909637                  3728672037                  10158901180                 
GPU 0           173.344           0.194        0.020        0.075        2930997320                  11885821379                 10489949197                 3524707651                  
GPU 1           196.671           0.195        0.020        0.076        119330472                   1474870773                  14299196194                 14299063412                 
GPU 2           186.812           0.195        0.022        0.075        83848702                    1059687673                  12026459742                 12026424005                 
GPU 3           170.965           0.196        0.021        0.075        9502959344                  2559872037                  2713706702                  9636004553                  
GPU 4           176.355           0.195        0.020        0.076        3038069764                  10725893846                 9700455871                  3862176291                  
GPU 5           191.692           0.199        0.020        0.078        128346648                   1123247572                  14022034393                 14021952095                 
GPU 6           192.634           0.199        0.021        0.080        128325482                   1599050319                  11694484454                 11694509612                 
GPU 7           174.708           0.184        0.017        0.073        8482294885                  2596504352                  5396163674                  9661369483                  
GPU 0           176.841           0.195        0.017        0.077        2091844088                  11335565832                 9827905707                  2070470654                  
GPU 1           191.351           0.199        0.017        0.079        32206609                    1497465879                  11966729510                 11966850057                 
GPU 2           181.944           0.186        0.017        0.072        82376898                    1059784492                  12224771645                 12227338960                 
GPU 3           169.237           0.195        0.017        0.075        9280078301                  3156847993                  4307229981                  9866785124                  
GPU 4           172.423           0.193        0.017        0.075        2274202820                  10594490219                 10725871625                 2498124255                  
GPU 5           186.031           0.199        0.017        0.079        111396297                   1620251682                  11951675984                 11952471302                 
GPU 6           186.676           0.192        0.017        0.076        114394688                   1461986532                  19017265435                 19017241326                 
GPU 7           173.019           0.190        0.014        0.071        9443335493                  2055391805                  2441016411                  8597720598                  
GPU 0           209.326           0.177        0.040        0.065        6543273000                  7956773843                  12202609664                 10729064861                 
GPU 1           217.569           0.183        0.034        0.069        29954445                    382143731                   21212900196                 21213972037                 
GPU 2           224.345           0.186        0.018        0.073        84810482                    1066783110                  28518656133                 28516676450                 
GPU 3           200.236           0.182        0.020        0.069        8708430281                  7769825862                  14128750453                 14359216605                 
GPU 4           207.324           0.178        0.028        0.067        4638611923                  8746188624                  13747541972                 7104097822                  
GPU 5           221.127           0.186        0.041        0.067        23251319                    278174859                   23178918952                 23178307163                 
GPU 6           225.707           0.181        0.031        0.070        47376209                    566027564                   23993740566                 23993739137                 
GPU 7           205.186           0.183        0.056        0.071        8912432251                  7813058847                  1204931801                  14583525576                 
GPU 0           192.750           0.193        0.053        0.067        5873250802                  8116088909                  11818252335                 9459891677                  
GPU 1           227.493           0.206        0.058        0.069        67522081                    299101576                   23147620748                 23146549449                 
GPU 2           202.982           0.217        0.063        0.073        10207161                    48445305                    11335828945                 11335828945                 
GPU 3           187.060           0.217        0.065        0.070        8662551591                  1747227116                  1714330880                  7316730158                  
GPU 4           201.264           0.217        0.066        0.069        7850732139                  8081210631                  6768391728                  13072978293                 
GPU 5           215.095           0.205        0.053        0.069        37610827                    410254890                   20816750057                 20810747511                 
GPU 6           212.218           0.199        0.059        0.069        23685022                    222411465                   7981411751                  7981412333                  
GPU 7           198.199           0.198        0.038        0.065        8866902938                  3702269015                  14187152986                 9757057842                  
GPU 0           161.413           0.147        0.015        0.058        1774716439                  7394203292                  7062865358                  2090327125                  
GPU 1           178.477           0.156        0.013        0.060        100754621                   867750348                   7501537038                  7501410223                  
GPU 2           170.327           0.174        0.026        0.064        54936932                    694552673                   9433688954                  9433554785                  
GPU 3           157.774           0.167        0.017        0.062        7199134962                  1882008989                  2038271237                  7517780140                  
GPU 4           161.565           0.161        0.014        0.060        1356183094                  8973716137                  8133044028                  1069264334                  
GPU 5           177.367           0.161        0.015        0.060        73042680                    912781092                   9028417555                  9032920330                  
GPU 6           176.663           0.162        0.014        0.063        64605867                    812309264                   9837818000                  9837817476                  
GPU 7           162.615           0.188        0.014        0.057        6662191931                  1950946234                  2167722644                  7022318822                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           166.547           0.171        0.016        0.069        1332515502                  9492955705                  8135475951                  956035179                   
GPU 1           188.774           0.187        0.018        0.075        101844595                   1244145231                  10461949733                 10462073962                 
GPU 2           176.920           0.160        0.016        0.061        67048886                    800731892                   8602259846                  8602394543                  
GPU 3           164.161           0.167        0.016        0.063        7270829376                  1468060827                  863758870                   7470787021                  
GPU 4           167.433           0.178        0.016        0.068        1839658275                  10211081243                 7339212791                  1760267113                  
GPU 5           183.282           0.184        0.016        0.071        104080103                   1288212737                  9234010649                  9233884854                  
GPU 6           183.122           0.171        0.016        0.067        84463280                    1010141563                  7755978620                  7755781841                  
GPU 7           167.816           0.156        0.015        0.070        8681593642                  1638842697                  805816640                   8215998957                  
GPU 0           153.036           0.145        0.012        0.058        1148063771                  7447212222                  6443648242                  697674624                   
GPU 1           183.376           0.173        0.013        0.058        84035822                    1561821375                  7577176566                  7577177519                  
GPU 2           163.759           0.172        0.015        0.068        82174769                    1060434923                  7017839925                  7017719932                  
GPU 3           151.037           0.148        0.014        0.066        7820260086                  2110474783                  1116328906                  6058072791                  
GPU 4           153.796           0.169        0.014        0.064        1365575555                  9883057850                  6388458346                  950160569                   
GPU 5           168.743           0.153        0.012        0.057        103437102                   1640175278                  7018660888                  7018650406                  
GPU 6           169.034           0.157        0.013        0.060        86396034                    1445706700                  8136614345                  8136831331                  
GPU 7           154.914           0.141        0.011        0.051        5738187424                  2077717354                  1128437898                  5677965213                  
GPU 0           166.801           0.165        0.014        0.066        971564951                   8953060184                  7555347059                  702423483                   
GPU 1           176.897           0.155        0.014        0.069        78322581                    1068702617                  8220692161                  8220692161                  
GPU 2           174.507           0.144        0.012        0.054        87223927                    1364242654                  7925574706                  7925693156                  
GPU 3           162.473           0.171        0.012        0.054        6168683525                  1216468772                  421576941                   7168641839                  
GPU 4           165.206           0.154        0.013        0.056        1322845524                  9339151173                  6483520674                  1004804991                  
GPU 5           179.316           0.169        0.013        0.064        91632771                    1156825747                  7851968286                  7852090927                  
GPU 6           181.605           0.165        0.013        0.064        66646722                    1169796747                  6781084278                  6780956921                  
GPU 7           167.158           0.175        0.013        0.067        8174017853                  1302056265                  398342082                   7575206150                  
GPU 0           165.395           0.143        0.012        0.057        1039586786                  7449019083                  6263230627                  611197469                   
GPU 1           184.153           0.176        0.012        0.060        93940131                    950671568                   6878700427                  6878700951                  
GPU 2           174.343           0.173        0.014        0.068        88605686                    1141385349                  7934103428                  7934102904                  
GPU 3           162.459           0.179        0.013        0.065        7711163278                  1328516093                  425226632                   7653876742                  
GPU 4           164.715           0.160        0.012        0.060        1059979050                  8801093906                  7555869301                  553766564                   
GPU 5           180.499           0.168        0.013        0.064        93928604                    1152831708                  7362683759                  7362681662                  
GPU 6           179.244           0.151        0.012        0.057        88893175                    793563655                   8274699510                  8274706324                  
GPU 7           166.069           0.176        0.013        0.068        8240522867                  1336018871                  318678795                   7596139974                  
GPU 0           159.430           0.169        0.014        0.068        1124629601                  9234354556                  7673482144                  463714541                   
GPU 1           181.844           0.164        0.014        0.070        84534393                    1196203220                  8153196032                  8153196032                  
GPU 2           170.057           0.174        0.014        0.069        88449274                    1098804506                  7501541382                  7501542955                  
GPU 3           157.393           0.168        0.014        0.069        8238265882                  1213345681                  473855355                   7295443450                  
GPU 4           157.566           0.177        0.014        0.068        1163465707                  10454332778                 7758529774                  494197242                   
GPU 5           177.617           0.160        0.013        0.060        78223879                    980868497                   7477878167                  7477879597                  
GPU 6           177.831           0.176        0.014        0.069        84153067                    1109352324                  8056779118                  8057033825                  
GPU 7           160.475           0.157        0.012        0.058        7206060273                  1265484559                  633324273                   6801794345                  
GPU 0           159.263           0.155        0.013        0.062        1124629601                  8482036237                  7300572960                  733390531                   
GPU 1           181.844           0.164        0.014        0.064        73486167                    1029295290                  8051083924                  8051083924                  
GPU 2           171.378           0.157        0.013        0.060        71843859                    870425691                   8351168404                  8351168928                  
GPU 3           158.113           0.168        0.013        0.063        7834028841                  1493772997                  1211372654                  7117805398                  
GPU 4           161.118           0.175        0.014        0.067        1300797217                  12572635806                 7068859674                  408081333                   
GPU 5           176.408           0.180        0.015        0.069        91476961                    1132805343                  8707609410                  8709306372                  
