#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 7           72.270            0.000        0.000        0.000        491061                      291387                      
GPU 0           96.892            0.000        0.000        0.000        3764869                     85958                       
GPU 1           71.069            0.000        0.000        0.000        273544                      77556                       
GPU 2           70.136            0.000        0.000        0.000        262044                      75468                       
GPU 3           69.976            0.000        0.000        0.000        315480                      111623                      
GPU 4           71.571            0.000        0.000        0.000        452810                      245796                      
GPU 5           72.728            0.000        0.000        0.000        461155                      243154                      
GPU 6           72.460            0.000        0.000        0.000        196538                      14674                       
GPU 7           72.289            0.000        0.000        0.000        197052                      14150                       
GPU 0           96.910            0.000        0.000        0.000        463866                      246347                      
GPU 1           71.064            0.000        0.000        0.000        516189                      309713                      
GPU 2           70.138            0.000        0.000        0.000        497344                      300293                      
GPU 3           69.917            0.000        0.000        0.000        511994                      303947                      
GPU 4           71.571            0.000        0.000        0.000        497867                      299244                      
GPU 5           72.760            0.000        0.000        0.000        507242                      300258                      
GPU 6           72.484            0.000        0.000        0.000        497376                      300312                      
GPU 7           72.239            0.000        0.000        0.000        494207                      296629                      
GPU 0           96.890            0.000        0.000        0.000        485877                      269931                      
GPU 1           71.107            0.000        0.000        0.000        508847                      299753                      
GPU 2           70.189            0.000        0.000        0.000        496828                      300298                      
GPU 3           69.978            0.000        0.000        0.000        506104                      297585                      
GPU 4           71.624            0.000        0.000        0.000        503119                      306588                      
GPU 5           72.728            0.000        0.000        0.000        528662                      324002                      
GPU 6           72.543            0.000        0.000        0.000        504681                      307106                      
GPU 7           72.275            0.000        0.000        0.000        499976                      303444                      
GPU 0           96.957            0.000        0.000        0.000        483265                      267840                      
GPU 1           71.108            0.000        0.000        0.000        522463                      311801                      
GPU 2           70.124            0.000        0.000        0.000        504680                      305533                      
GPU 3           69.994            0.000        0.000        0.000        518277                      307612                      
GPU 4           71.603            0.000        0.000        0.000        506788                      309208                      
GPU 5           72.761            0.000        0.000        0.000        513546                      307080                      
GPU 6           72.507            0.000        0.000        0.000        500511                      302927                      
GPU 7           72.307            0.000        0.000        0.000        494691                      299749                      
GPU 0           96.963            0.000        0.000        0.000        482740                      266267                      
GPU 1           71.078            0.000        0.000        0.000        508764                      300228                      
GPU 2           70.179            0.000        0.000        0.000        508892                      309213                      
GPU 3           70.008            0.000        0.000        0.000        509905                      301331                      
GPU 4           71.644            0.000        0.000        0.000        501538                      305010                      
GPU 5           72.732            0.000        0.000        0.000        514052                      306020                      
GPU 6           72.536            0.000        0.000        0.000        505749                      308690                      
GPU 7           72.299            0.000        0.000        0.000        500500                      303444                      
GPU 0           96.886            0.000        0.000        0.000        474276                      267796                      
GPU 1           71.090            0.000        0.000        0.000        519842                      309180                      
GPU 2           70.146            0.000        0.000        0.000        498401                      300822                      
GPU 3           69.988            0.000        0.000        0.000        507289                      297665                      
GPU 4           71.616            0.000        0.000        0.000        507835                      310256                      
GPU 5           72.753            0.000        0.000        0.000        513016                      305504                      
GPU 6           72.513            0.000        0.000        0.000        499443                      302915                      
GPU 7           72.302            0.000        0.000        0.000        504680                      307105                      
GPU 0           97.065            0.000        0.000        0.000        437661                      228003                      
GPU 1           71.072            0.000        0.000        0.000        254162                      62885                       
GPU 2           70.097            0.000        0.000        0.000        244221                      64985                       
GPU 3           69.988            0.000        0.000        0.000        243681                      53976                       
GPU 4           71.581            0.000        0.000        0.000        234783                      56075                       
GPU 5           72.702            0.000        0.000        0.000        255721                      64454                       
GPU 6           72.521            0.000        0.000        0.000        245806                      71278                       
GPU 7           72.241            0.000        0.000        0.000        243150                      68648                       
GPU 0           96.977            0.000        0.000        0.000        255779                      52413                       
GPU 1           71.071            0.000        0.000        0.000        469545                      254162                      
GPU 2           70.077            0.000        0.000        0.000        452286                      247892                      
GPU 3           69.963            0.000        0.000        0.000        476897                      260459                      
GPU 4           71.598            0.000        0.000        0.000        466963                      263616                      
GPU 5           72.774            0.000        0.000        0.000        466367                      252571                      
GPU 6           72.538            0.000        0.000        0.000        461211                      252618                      
GPU 7           72.275            0.000        0.000        0.000        449141                      244748                      
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           97.021            0.000        0.000        0.000        483263                      267838                      
GPU 1           71.108            0.000        0.000        0.000        509884                      301319                      
GPU 2           70.089            0.000        0.000        0.000        498918                      300818                      
GPU 3           70.062            0.000        0.000        0.000        509904                      300282                      
GPU 4           71.612            0.000        0.000        0.000        499977                      302921                      
GPU 5           72.719            0.000        0.000        0.000        515631                      308121                      
GPU 6           72.539            0.000        0.000        0.000        500519                      303456                      
GPU 7           72.294            0.000        0.000        0.000        499443                      302391                      
GPU 0           97.008            0.000        0.000        0.000        483788                      268888                      
GPU 1           71.055            0.000        0.000        0.000        519805                      311254                      
GPU 2           70.181            0.000        0.000        0.000        494736                      297680                      
GPU 3           69.987            0.000        0.000        0.000        507293                      298716                      
GPU 4           71.546            0.000        0.000        0.000        500997                      305000                      
GPU 5           72.720            0.000        0.000        0.000        519292                      310213                      
GPU 6           72.515            0.000        0.000        0.000        504715                      309223                      
GPU 7           72.277            0.000        0.000        0.000        499975                      302396                      
GPU 0           96.904            0.000        0.000        0.000        485352                      269407                      
GPU 1           71.074            0.000        0.000        0.000        509886                      302892                      
GPU 2           70.125            0.000        0.000        0.000        505719                      307100                      
GPU 3           69.959            0.000        0.000        0.000        509907                      300284                      
GPU 4           71.626            0.000        0.000        0.000        504701                      307642                      
GPU 5           72.684            0.000        0.000        0.000        514071                      307604                      
GPU 6           72.515            0.000        0.000        0.000        503130                      306071                      
