#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 4           97.494            0.000        0.000        0.000        6015014                     4998567                     0                           0                           
GPU 5           99.413            0.000        0.000        0.000        5926584                     4930892                     0                           0                           
GPU 6           100.108           0.000        0.000        0.000        6185631                     5138581                     0                           0                           
GPU 7           101.681           0.000        0.000        0.000        7816363                     6482405                     0                           0                           
GPU 0           97.291            0.000        0.000        0.000        5121425                     130513                      0                           0                           
GPU 1           99.409            0.000        0.000        0.000        548278                      377924                      0                           0                           
GPU 2           99.213            0.000        0.000        0.000        4580821                     405024                      0                           0                           
GPU 3           97.930            0.000        0.000        0.000        3179019                     2774182                     0                           0                           
GPU 4           97.494            0.000        0.000        0.000        2408525                     1975567                     0                           0                           
GPU 5           99.413            0.000        0.000        0.000        2054733                     1677333                     0                           0                           
GPU 6           100.133           0.000        0.000        0.000        6774331                     5738636                     0                           0                           
GPU 7           101.690           0.000        0.000        0.000        2836235                     2350862                     0                           0                           
GPU 0           97.307            0.000        0.000        0.000        317110                      3397567                     0                           0                           
GPU 1           99.320            0.000        0.000        0.000        3475699                     2855276                     0                           0                           
GPU 2           99.211            0.000        0.000        0.000        652804                      3290531                     0                           0                           
GPU 3           97.983            0.000        0.000        0.000        598185                      2584973                     0                           0                           
GPU 4           97.413            0.000        0.000        0.000        3463624                     2796897                     0                           0                           
GPU 5           99.375            0.000        0.000        0.000        2402772                     1882276                     0                           0                           
GPU 6           100.163           0.000        0.000        0.000        3597685                     2932947                     0                           0                           
GPU 7           101.658           0.000        0.000        0.000        2536104                     1981609                     0                           0                           
GPU 0           97.307            0.000        0.000        0.000        317110                      3397567                     0                           0                           
GPU 1           99.320            0.000        0.000        0.000        3475699                     2855276                     0                           0                           
GPU 2           99.190            0.000        0.000        0.000        652804                      3290531                     0                           0                           
GPU 3           97.983            0.000        0.000        0.000        598185                      2584973                     0                           0                           
GPU 4           97.483            0.000        0.000        0.000        3463624                     2796897                     0                           0                           
GPU 5           99.379            0.000        0.000        0.000        4254954                     1882276                     0                           0                           
GPU 6           100.177           0.000        0.000        0.000        3597685                     2932947                     0                           0                           
GPU 7           101.658           0.000        0.000        0.000        2536104                     5654177                     0                           0                           
GPU 0           97.326            0.000        0.000        0.000        650525                      553849                      0                           0                           
GPU 1           99.379            0.000        0.000        0.000        10069343                    7558949                     0                           0                           
GPU 2           99.341            0.000        0.000        0.000        796725                      663588                      0                           0                           
GPU 3           97.989            0.000        0.000        0.000        826078                      682457                      0                           0                           
GPU 4           97.525            0.000        0.000        0.000        816653                      677224                      0                           0                           
GPU 5           99.474            0.000        0.000        0.000        1898518                     1612849                     0                           0                           
GPU 6           100.166           0.000        0.000        0.000        1845046                     1570910                     0                           0                           
GPU 7           101.648           0.000        0.000        0.000        7266679                     6155448                     0                           0                           
GPU 0           97.326            0.000        0.000        0.000        3205527                     553849                      0                           0                           
GPU 1           99.327            0.000        0.000        0.000        3202142                     7558949                     0                           0                           
GPU 2           99.341            0.000        0.000        0.000        3161417                     663588                      0                           0                           
GPU 3           97.989            0.000        0.000        0.000        826078                      2565246                     0                           0                           
GPU 4           97.525            0.000        0.000        0.000        816653                      2753118                     0                           0                           
GPU 5           99.474            0.000        0.000        0.000        1898518                     1941416                     0                           0                           
GPU 6           100.166           0.000        0.000        0.000        2406328                     1570910                     0                           0                           
GPU 7           101.648           0.000        0.000        0.000        284785                      138607                      0                           0                           
GPU 0           97.405            0.000        0.000        0.000        3205527                     2615874                     0                           0                           
GPU 1           99.327            0.000        0.000        0.000        3202142                     2623389                     0                           0                           
GPU 2           99.262            0.000        0.000        0.000        3161417                     2578752                     0                           0                           
GPU 3           98.024            0.000        0.000        0.000        3152287                     5719784                     0                           0                           
GPU 4           97.487            0.000        0.000        0.000        3418356                     2753118                     0                           0                           
GPU 5           99.395            0.000        0.000        0.000        2450246                     1941416                     0                           0                           
GPU 6           100.110           0.000        0.000        0.000        2406328                     1896146                     0                           0                           
GPU 7           101.740           0.000        0.000        0.000        284785                      3463123                     0                           0                           
GPU 0           97.337            0.000        0.000        0.000        12198403                    10503831                    0                           0                           
GPU 1           99.365            0.000        0.000        0.000        6048434                     5215136                     0                           0                           
GPU 2           99.371            0.000        0.000        0.000        6817513                     5846877                     0                           0                           
GPU 3           98.044            0.000        0.000        0.000        6813869                     5790740                     0                           0                           
GPU 4           97.603            0.000        0.000        0.000        5349563                     4536752                     0                           0                           
GPU 5           99.520            0.000        0.000        0.000        4825762                     4130105                     0                           0                           
GPU 6           100.199           0.000        0.000        0.000        4240972                     3591014                     0                           0                           
GPU 7           101.721           0.000        0.000        0.000        4257884                     5708425                     0                           0                           
GPU 0           97.337            0.000        0.000        0.000        12198403                    10503831                    0                           0                           
GPU 1           99.365            0.000        0.000        0.000        6048434                     5215136                     0                           0                           
GPU 2           99.371            0.000        0.000        0.000        6817513                     5846877                     0                           0                           
GPU 3           98.044            0.000        0.000        0.000        6813869                     5790740                     0                           0                           
GPU 4           97.603            0.000        0.000        0.000        5349563                     4536752                     0                           0                           
GPU 5           99.520            0.000        0.000        0.000        4825762                     4130105                     0                           0                           
GPU 6           100.199           0.000        0.000        0.000        4240972                     3591014                     0                           0                           
GPU 7           101.721           0.000        0.000        0.000        4257884                     4383384                     0                           0                           
GPU 0           97.410            0.000        0.000        0.000        4787295                     4021782                     0                           0                           
GPU 1           99.358            0.000        0.000        0.000        7453346                     5330193                     0                           0                           
GPU 2           99.372            0.000        0.000        0.000        6152012                     5199099                     0                           0                           
GPU 3           98.055            0.000        0.000        0.000        6163227                     6174006                     0                           0                           
GPU 4           97.536            0.000        0.000        0.000        7466442                     6300667                     0                           0                           
GPU 5           99.458            0.000        0.000        0.000        8253746                     6901124                     0                           0                           
GPU 6           100.223           0.000        0.000        0.000        7204633                     6047538                     0                           0                           
GPU 7           101.744           0.000        0.000        0.000        5308082                     5550281                     0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           97.316            0.000        0.000        0.000        7618977                     5780364                     0                           0                           
GPU 1           99.375            0.000        0.000        0.000        7453346                     5890833                     0                           0                           
GPU 2           99.372            0.000        0.000        0.000        7378551                     6122367                     0                           0                           
GPU 3           98.106            0.000        0.000        0.000        7237100                     6174006                     0                           0                           
GPU 4           97.536            0.000        0.000        0.000        6646721                     5511379                     0                           0                           
GPU 5           99.458            0.000        0.000        0.000        8253746                     5038153                     0                           0                           
GPU 6           100.223           0.000        0.000        0.000        6645155                     5589330                     0                           0                           
GPU 7           101.719           0.000        0.000        0.000        5738563                     5550281                     0                           0                           
GPU 0           97.316            0.000        0.000        0.000        7008848                     5780364                     0                           0                           
GPU 1           99.412            0.000        0.000        0.000        7102578                     5890833                     0                           0                           
GPU 2           99.441            0.000        0.000        0.000        4602110                     6122367                     0                           0                           
GPU 3           98.106            0.000        0.000        0.000        7237100                     6134611                     0                           0                           
GPU 4           97.504            0.000        0.000        0.000        6646721                     5610709                     0                           0                           
GPU 5           99.546            0.000        0.000        0.000        7132171                     6021724                     0                           0                           
GPU 6           100.210           0.000        0.000        0.000        6626519                     5589330                     0                           0                           
GPU 7           101.719           0.000        0.000        0.000        7428490                     6288716                     0                           0                           
GPU 0           97.390            0.000        0.000        0.000        4937156                     4089409                     0                           0                           
GPU 1           99.348            0.000        0.000        0.000        4491488                     3758121                     0                           0                           
GPU 2           99.344            0.000        0.000        0.000        5868379                     3895266                     0                           0                           
GPU 3           97.974            0.000        0.000        0.000        5283461                     4466831                     0                           0                           
GPU 4           97.570            0.000        0.000        0.000        4275241                     3637671                     0                           0                           
GPU 5           99.497            0.000        0.000        0.000        4218424                     3863519                     0                           0                           
GPU 6           100.184           0.000        0.000        0.000        5219894                     4446266                     0                           0                           
GPU 7           101.698           0.000        0.000        0.000        4541567                     3865009                     0                           0                           
GPU 0           97.331            0.000        0.000        0.000        6355512                     5272942                     0                           0                           
GPU 1           99.341            0.000        0.000        0.000        5277606                     4405679                     0                           0                           
GPU 2           99.442            0.000        0.000        0.000        1545664                     5221618                     0                           0                           
GPU 3           98.088            0.000        0.000        0.000        5823183                     4866629                     0                           0                           
GPU 4           97.514            0.000        0.000        0.000        5692335                     5045377                     0                           0                           
GPU 5           99.627            0.000        0.000        0.000        6088433                     5166738                     0                           0                           
GPU 6           100.150           0.000        0.000        0.000        4797463                     4033623                     0                           0                           
GPU 7           101.699           0.000        0.000        0.000        6698699                     5663930                     0                           0                           
GPU 0           97.386            0.000        0.000        0.000        243435                      3500469                     0                           0                           
GPU 1           99.304            0.000        0.000        0.000        254745                      3610644                     0                           0                           
GPU 2           99.448            0.000        0.000        0.000        4300902                     3700033                     0                           0                           
GPU 3           98.074            0.000        0.000        0.000        11224335                    1333577                     0                           0                           
GPU 4           97.607            0.000        0.000        0.000        4534968                     1312384                     0                           0                           
GPU 5           99.563            0.000        0.000        0.000        1499090                     1431998                     0                           0                           
GPU 6           100.220           0.000        0.000        0.000        3533397                     1724495                     0                           0                           
GPU 7           101.697           0.000        0.000        0.000        1370704                     1617064                     0                           0                           
GPU 0           97.290            0.000        0.000        0.000        4218954                     276640                      0                           0                           
GPU 1           99.333            0.000        0.000        0.000        4341788                     244788                      0                           0                           
GPU 2           99.330            0.000        0.000        0.000        8415452                     5250776                     0                           0                           
GPU 3           97.966            0.000        0.000        0.000        517331                      7818257                     0                           0                           
GPU 4           97.552            0.000        0.000        0.000        7851322                     3939006                     0                           0                           
GPU 5           99.425            0.000        0.000        0.000        10864682                    7579804                     0                           0                           
GPU 6           100.168           0.000        0.000        0.000        1908826                     9635945                     0                           0                           
GPU 7           101.752           0.000        0.000        0.000        4017348                     3457463                     0                           0                           
GPU 0           97.314            0.000        0.000        0.000        361670                      896176                      0                           0                           
GPU 1           99.342            0.000        0.000        0.000        343856                      3144514                     0                           0                           
GPU 2           99.330            0.000        0.000        0.000        2060401                     1637266                     0                           0                           
GPU 3           98.008            0.000        0.000        0.000        3764593                     382626                      0                           0                           
GPU 4           97.552            0.000        0.000        0.000        3270613                     5010924                     0                           0                           
GPU 5           99.425            0.000        0.000        0.000        502154                      364821                      0                           0                           
GPU 6           100.168           0.000        0.000        0.000        13631976                    137327                      0                           0                           
GPU 7           101.733           0.000        0.000        0.000        7923096                     5090573                     0                           0                           
GPU 0           97.314            0.000        0.000        0.000        1223202                     896176                      0                           0                           
GPU 1           99.277            0.000        0.000        0.000        3794489                     3144514                     0                           0                           
GPU 2           99.441            0.000        0.000        0.000        7436061                     1637266                     0                           0                           
GPU 3           98.008            0.000        0.000        0.000        3764593                     3117857                     0                           0                           
GPU 4           97.555            0.000        0.000        0.000        3270613                     6555045                     0                           0                           
GPU 5           99.467            0.000        0.000        0.000        4025067                     3286518                     0                           0                           
GPU 6           100.158           0.000        0.000        0.000        324974                      137327                      0                           0                           
GPU 7           101.733           0.000        0.000        0.000        2472306                     1956674                     0                           0                           
GPU 0           97.314            0.000        0.000        0.000        1223202                     896176                      0                           0                           
GPU 1           99.277            0.000        0.000        0.000        3794489                     3144514                     0                           0                           
GPU 2           99.441            0.000        0.000        0.000        7436061                     1637266                     0                           0                           
GPU 3           98.018            0.000        0.000        0.000        3764593                     3117857                     0                           0                           
GPU 4           97.555            0.000        0.000        0.000        2700032                     6555045                     0                           0                           
GPU 5           99.467            0.000        0.000        0.000        4025067                     3286518                     0                           0                           
GPU 6           100.158           0.000        0.000        0.000        324974                      9609209                     0                           0                           
GPU 7           101.733           0.000        0.000        0.000        2472306                     1956674                     0                           0                           
GPU 0           97.455            0.000        0.000        0.000        1223202                     1797842                     0                           0                           
GPU 1           99.277            0.000        0.000        0.000        3794489                     17594639                    0                           0                           
GPU 2           99.341            0.000        0.000        0.000        7436061                     7119193                     0                           0                           
GPU 3           98.018            0.000        0.000        0.000        7283072                     3117857                     0                           0                           
GPU 4           97.624            0.000        0.000        0.000        2700032                     6555045                     0                           0                           
GPU 5           99.631            0.000        0.000        0.000        4025067                     3286518                     0                           0                           
GPU 6           100.158           0.000        0.000        0.000        324974                      9609209                     0                           0                           
GPU 7           101.710           0.000        0.000        0.000        2472306                     1956674                     0                           0                           
GPU 0           97.455            0.000        0.000        0.000        1223202                     1797842                     0                           0                           
GPU 1           99.277            0.000        0.000        0.000        3794489                     17594639                    0                           0                           
GPU 2           99.341            0.000        0.000        0.000        7436061                     7119193                     0                           0                           
GPU 3           98.018            0.000        0.000        0.000        7283072                     3117857                     0                           0                           
GPU 4           97.624            0.000        0.000        0.000        2700032                     6555045                     0                           0                           
GPU 5           99.631            0.000        0.000        0.000        4025067                     3286518                     0                           0                           
GPU 6           100.158           0.000        0.000        0.000        324974                      9609209                     0                           0                           
GPU 7           101.710           0.000        0.000        0.000        2472306                     1956674                     0                           0                           
GPU 0           97.455            0.000        0.000        0.000        3472150                     1797842                     0                           0                           
GPU 1           99.349            0.000        0.000        0.000        2152340                     17594639                    0                           0                           
GPU 2           99.341            0.000        0.000        0.000        2724561                     7119193                     0                           0                           
GPU 3           98.018            0.000        0.000        0.000        7283072                     2055833                     0                           0                           
GPU 4           97.624            0.000        0.000        0.000        2700032                     2323723                     0                           0                           
GPU 5           99.631            0.000        0.000        0.000        3481806                     2805807                     0                           0                           
GPU 6           100.333           0.000        0.000        0.000        6840885                     9609209                     0                           0                           
GPU 7           101.710           0.000        0.000        0.000        6510037                     5219928                     0                           0                           
GPU 0           97.277            0.000        0.000        0.000        4390289                     2318555                     0                           0                           
GPU 1           99.394            0.000        0.000        0.000        4414006                     1625651                     0                           0                           
GPU 2           98.896            0.000        0.000        0.000        4182961                     2078843                     0                           0                           
GPU 3           98.158            0.000        0.000        0.000        2704577                     6263971                     0                           0                           
GPU 4           97.662            0.000        0.000        0.000        2956894                     6255131                     0                           0                           
GPU 5           99.603            0.000        0.000        0.000        3265344                     7609424                     0                           0                           
GPU 6           100.199           0.000        0.000        0.000        7886203                     5506294                     0                           0                           
GPU 7           102.177           0.000        0.000        0.000        9082136                     4277963                     0                           0                           
GPU 0           97.349            0.000        0.000        0.000        4390289                     3628872                     0                           0                           
GPU 1           99.394            0.000        0.000        0.000        5070877                     3663963                     0                           0                           
GPU 2           99.121            0.000        0.000        0.000        4182961                     3461439                     0                           0                           
GPU 3           98.139            0.000        0.000        0.000        7403428                     1913144                     0                           0                           
GPU 4           97.595            0.000        0.000        0.000        7546726                     6255131                     0                           0                           
GPU 5           99.682            0.000        0.000        0.000        9115353                     7609424                     0                           0                           
GPU 6           100.355           0.000        0.000        0.000        7886203                     6574456                     0                           0                           
GPU 7           101.953           0.000        0.000        0.000        9082136                     7541782                     0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           97.634            0.000        0.013        0.000        491142981                   4064077                     0                           349                         
GPU 1           103.514           0.037        0.000        0.000        10634289                    4496172                     374                         374                         
GPU 2           99.393            0.036        0.000        0.011        10117293                    4292172                     349                         0                           
GPU 3           98.367            0.042        0.016        0.000        4563260                     611843446                   0                           0                           
GPU 4           97.939            0.000        0.000        0.012        5974403                     626793651                   0                           0                           
GPU 5           99.993            0.000        0.000        0.000        5909075                     100824412                   0                           0                           
GPU 6           100.754           0.000        0.000        0.015        13973045                    3913072                     0                           0                           
GPU 7           102.109           0.002        0.000        0.000        38282968                    3729165                     0                           1163537413                  
GPU 0           126.120           0.060        0.004        0.028        166760335                   2152516877                  381729002                   398849                      
GPU 1           112.519           0.005        0.000        0.002        21068394                    405332479                   30737748                    30721442                    
GPU 2           135.712           0.053        0.003        0.025        75724477                    1077268440                  334361214                   334347238                   
GPU 3           128.817           0.005        0.000        0.002        49559940                    159120287                   36690                       34526588                    
GPU 4           124.813           0.061        0.004        0.029        118381571                   1460496077                  390532924                   408821                      
GPU 5           137.822           0.054        0.003        0.026        58301937                    686030745                   348197860                   348197336                   
GPU 6           136.122           0.030        0.002        0.014        68261587                    1185879169                  188126034                   188110892                   
GPU 7           133.060           0.062        0.004        0.029        510515663                   1201390144                  406205                      387558108                   
GPU 0           126.120           0.060        0.013        0.028        439382282                   2152516877                  381729002                   398849                      
GPU 1           198.413           0.209        0.000        0.002        188393609                   405332479                   30737748                    30721442                    
GPU 2           135.712           0.224        0.003        0.103        229492963                   1077268440                  334361214                   334347238                   
GPU 3           128.817           0.167        0.010        0.002        49559940                    1692119516                  36690                       34526588                    
GPU 4           124.813           0.061        0.004        0.103        118381571                   5023024517                  390532924                   408821                      
GPU 5           137.822           0.054        0.003        0.026        58301937                    2650763095                  348197860                   348197336                   
GPU 6           136.122           0.030        0.002        0.106        213473302                   1185879169                  188126034                   188110892                   
GPU 7           133.060           0.225        0.004        0.029        1756977704                  1201390144                  406205                      387558108                   
GPU 0           175.970           0.164        0.009        0.074        501159329                   5877366896                  1003328839                  1045697                     
GPU 1           183.727           0.193        0.011        0.089        188859998                   2071539633                  1131222002                  1131206280                  
GPU 2           181.549           0.179        0.013        0.082        190511566                   2144126474                  1177525951                  1177525427                  
GPU 3           166.999           0.210        0.012        0.097        1568398234                  2259998638                  1299033                     1246260983                  
GPU 4           176.056           0.184        0.021        0.079        603420831                   4885960234                  1214262626                  319418470                   
GPU 5           186.146           0.176        0.017        0.078        196656644                   2204518585                  1354487265                  1354501940                  
GPU 6           188.399           0.174        0.010        0.081        195909748                   2167877016                  1038196862                  1038073982                  
GPU 7           172.849           0.178        0.010        0.082        1335557215                  2295121169                  5622142                     1034424344                  
GPU 0           175.970           0.164        0.033        0.074        668376315                   5877366896                  1003328839                  1045697                     
GPU 1           205.361           0.225        0.011        0.089        166090102                   2071539633                  1131222002                  1131206280                  
GPU 2           181.549           0.240        0.031        0.103        202958002                   2144126474                  1177525951                  1177525427                  
GPU 3           177.131           0.210        0.028        0.097        1568398234                  2179673383                  1299033                     1246260983                  
GPU 4           176.056           0.184        0.021        0.101        575535060                   4966434087                  1214262626                  256139515                   
GPU 5           186.146           0.176        0.017        0.078        196656644                   2460274831                  1354487265                  1354501940                  
GPU 6           188.399           0.174        0.010        0.098        176579243                   1999844320                  1038196862                  1038073982                  
GPU 7           172.849           0.240        0.010        0.082        1792328646                  2295121169                  5622142                     1034424344                  
GPU 0           176.945           0.207        0.012        0.093        397648204                   4599546305                  1256096892                  1310180                     
GPU 1           192.830           0.204        0.012        0.094        198051671                   2230100965                  1299537685                  1299524291                  
GPU 2           181.836           0.200        0.012        0.093        221687265                   2622474940                  1259195092                  1259201905                  
GPU 3           172.627           0.211        0.012        0.097        1683472011                  2317737771                  1403302                     1347756513                  
GPU 4           175.765           0.198        0.012        0.092        487115400                   5582504615                  1254972170                  1309306                     
GPU 5           186.901           0.198        0.012        0.092        228959346                   2593334422                  1256891834                  1256892882                  
GPU 6           188.567           0.201        0.012        0.093        217894134                   2571256139                  1257854468                  1257868620                  
GPU 7           168.545           0.199        0.011        0.092        1604363308                  2551002584                  1311371                     1259256692                  
GPU 0           187.764           0.204        0.050        0.074        2593345285                  4841802377                  4493328301                  4003892195                  
GPU 1           199.769           0.178        0.024        0.074        138080841                   1520635017                  3887406034                  3887419136                  
